all_Gio_D_1,all_Gio_D_2,all_Gio_D_3,all_Gio_D_4,all_Gio_D_5,all_Gio_D_6,all_Gio_D_7,all_Gio_D_8,all_Gio_D_9,all_Gio_D_10,all_Gio_D_11,all_Gio_D_12,all_Gio_D_13,all_Gio_D_14,all_Gio_D_15,all_Gio_D_16,all_Gio_D_17,all_Gio_D_18,all_Gio_D_19,all_Gio_D_20,Sujeto,clase
12.9582915645392,12.88504594768036,13.059159152573065,13.786588956322326,8.366704116377807,12.54095401535696,9.60618903622446,12.906810237736655,11.882958738448549,9.988926602072702,4.682488275461891,3.1258991434650127,0.0,12.760928878027975,14.844250031650422,13.945447759930081,8.676043561386942,0.0,12.273983451540017,10.469410565238013,A10GUAC,A
3.5652883322062467,8.539801395216518,7.905377042178097,5.20855819027233,4.372689800522502,4.983282763132422,1.6292457351199667,8.061311233439154,1.6115145597107352,0.8260575726665097,3.3293508045125395,5.10415409570912,1.6554774945765223,5.139816560692203,5.20298050569018,7.831199669210389,0.8027302239920523,0.0,2.43312750655867,2.575703069276441,A11BRCA,A
6.800254461563184,8.098442959213664,11.393384507410714,8.507449216713763,6.030641457360506,0.8464242157100855,0.0,7.792436009165957,0.7915252669699133,2.4106161378102593,9.365234251628252,10.619328101081688,0.0,11.960997879821313,9.716526944754081,6.838305304363043,2.378858554854985,0.0,6.649335895825932,8.521420504576248,A12CAPA,A
8.900756873859986,6.973921346427346,8.634866508441311,6.8170177508173575,3.340802290691718,5.0396303064550985,4.225011780091612,6.816807761027031,4.270571491698973,1.807828179744663,7.15143243102586,6.034677861136135,0.8307787583853189,8.075732967997098,6.055228717892353,9.806276846666943,6.007440018721135,0.843904058681881,7.848617442975133,0.0,A13RIVI,A
6.178221042037652,6.055954622763047,8.755743502841169,6.730751567110526,3.4385389962147985,0.8042279545093669,0.0,8.691853668521773,1.6148803420282176,4.197564036955921,3.3180990342108982,1.6215972391428586,0.0,8.625234734069954,7.687474522747735,7.056885340575735,1.6543717569221728,0.0,2.6349435362090787,6.704589539649907,A14RARO,A
11.385450452743328,7.613809717725276,10.994380103754391,6.905536612176756,11.013888398654112,4.192444819020023,5.711414974361883,9.605820340740348,4.159906268115972,2.4323383339772446,10.445383230055242,7.019744857541271,9.382519775195082,12.171583539835455,12.277301574921655,12.302903820921323,3.230984830079724,0.8023826762318451,8.270381077967107,11.399298981300966,A15GOGA,A
4.318313270402473,4.165189256023258,8.592634179055255,5.962471971180378,3.2112738480476404,4.2551032885367635,0.9128233590733169,6.661208848833589,4.352125151881554,4.3426194951549375,6.072479564912541,5.23160143885262,0.0,8.089014968429515,7.841091084996429,7.909499055783263,2.4995340686234746,0.0,3.2866217867021303,3.3427435179019005,A17MUSI,A
8.640421181972368,6.101390734281629,11.307832586249162,10.416588989191329,1.6824315677798296,8.4508566514392,6.803847020795418,6.997405989534773,1.658841982378732,0.8374924130681826,6.2397025903299665,6.958164841958124,2.5209485281386237,8.702781406002751,8.598425440281895,10.494273613966792,1.6557854294256515,7.636582091301704,7.86822527001008,9.722232512361938,A1ARVAE,A
13.345776116101925,12.812468636716629,11.021183208711543,13.604811522637004,8.894343672574733,13.239252569897886,12.696935217178726,8.925846579319764,14.220489144474877,8.00053789509221,10.764414286296198,8.955927799077976,3.48657159746761,11.937031977008568,14.514381702258751,14.625080727071387,0.0,5.284439945893687,15.622566338270582,16.344588050298114,A21AGLO,A
10.607274373475827,9.609939055856136,10.047903981775805,5.08573027619745,4.173566780765171,0.0,0.0,9.62395182579209,0.0,0.0,10.154679371812609,9.068558379861633,2.473763767362896,10.8527671940009,10.972583823183609,10.87899926777835,0.8054397978190845,0.8014351389089672,9.708806602719116,9.268262215170337,A22SAHE,A
