all_Gio_D_1,all_Gio_D_2,all_Gio_D_3,all_Gio_D_4,all_Gio_D_5,all_Gio_D_6,all_Gio_D_7,all_Gio_D_8,all_Gio_D_9,all_Gio_D_10,all_Gio_D_11,all_Gio_D_12,all_Gio_D_13,all_Gio_D_14,all_Gio_D_15,all_Gio_D_16,all_Gio_D_17,all_Gio_D_18,all_Gio_D_19,all_Gio_D_20,Sujeto,clase
6.702216967717196,7.498722559695655,8.55904495238003,3.9668497676516887,2.387296342795948,4.745921890416353,6.578739204950388,9.855933181532414,4.815770521663898,2.3750591094797295,8.439159253669157,3.2878346336892026,0.778054678759786,8.754441777134163,6.788153058741467,12.786506289513145,2.3673000052825706,3.2635609234953322,6.770826880128035,9.480945266680294,A24FLMA,A
5.045386392304884,5.98364681790103,5.1622610684634225,1.618737202662386,3.282035283100031,0.7906623985869166,2.450135602242718,6.664247613981861,1.583676765572958,4.059104055906592,4.362442154647752,5.896708028789027,0.0,7.956087993480978,5.23987874112268,7.033748827245791,0.0,1.5943326192854201,5.902546997450983,1.7274566876174338,A52CUCA,A
8.774917980525831,9.073544889578962,9.84028159852163,7.780377229514932,10.5325180859337,2.5377090927816104,1.7053936625242199,9.616102210058433,3.4670962167981254,7.779241994514918,3.3822922396495496,5.2078792256194175,10.026087609659719,8.721373949534776,8.949255823422314,9.802003726493957,2.4974808407894526,0.8336448998474391,3.3627678633149625,10.401243183095826,A9AYAND,A
4.532504762951079,6.7188911501282425,7.905812382856033,5.784873990343765,1.6097768628765787,1.6774084970659027,0.0,6.092504103181397,2.5181944782310106,0.8344971309713671,7.539199354618563,5.858846545951518,0.0,7.745247828469001,5.816149790063347,8.826743038444828,0.8123833139354297,0.0,4.2966831922177775,3.390212174603596,B9BENIE,M
12.371427461070397,12.348576139658238,13.09052828294884,13.348539453365058,11.063447402863,4.865978238089401,5.0761659620884725,13.350765292712264,9.104001152977984,8.41486017665151,10.542468056414533,7.57505830935992,0.0,12.797827335956654,11.487449701490823,13.53576930990069,0.0,4.091014075143059,11.817443609319765,9.234492827920018,M12SAES,M
15.156917298705503,12.446177767972362,14.198800485457202,12.102707056225192,11.489031691687268,11.997959086426278,12.259084863783995,13.499692288919828,9.501521347562601,8.714779966734996,9.023676290563168,10.880559785770544,0.0,13.351071759185485,15.1691293334275,13.645136848032557,5.545861902682038,8.681202814110591,14.174960435057894,12.391539417947737,M19NAMO,M
12.121290841445159,7.517385531966283,11.174001978789306,12.022434449300608,7.5590715682252725,4.078802422306245,4.169697115244434,10.433604897762804,5.753998348424307,5.874973047058793,7.829809362683214,7.876390477010442,0.0,11.317555093462783,7.643016086149584,10.3875399591521,5.751388576875637,6.5850647603370085,7.804289938720255,2.545626781111028,M24SAME,M
8.537012843238216,7.699099297267573,11.206062846221434,3.8475902012208665,5.4899134542688515,3.9914932414548954,3.9320615534589827,7.029596264807572,5.495133813868535,2.5865761774648903,6.325032455546595,5.741115329400663,2.986910557319379,7.267183730430812,8.065389492167508,8.21535061331134,0.0,0.7499389201587511,4.567362377528697,0.7366591198549919,M27MUAG,M
12.414426323648875,11.444153519548873,12.153207187486128,11.97639468949477,12.071904690287575,11.318699303559894,12.914451757717046,11.463966839462158,9.775433781887468,11.86102646264105,3.1984702801526437,5.547406238242816,12.474243362669599,10.193406719423674,12.759615713132536,13.867952086625756,11.774071374036017,6.778026156223553,1.635282688992635,12.55767556359566,M3ESDIR,M
8.83798550127172,12.161766445894646,11.387178924654327,8.435303309710154,9.31859494620493,4.299318583785346,5.896792391314046,10.295836963361905,4.370100462581115,5.049262202428038,2.4261175207572534,7.480506527916513,0.0,10.210856755945473,3.311632634656127,9.580093752199854,0.0,4.120361792955012,4.986616782338917,9.302307062443052,M7FLSAA,M
9.488652490985903,4.891775559856523,1.634197550203894,4.142832862655176,1.5783840790919124,3.1433743345263556,0.0,4.872691205242876,4.078474035584899,0.0,6.918318882683128,8.12685562867213,0.0,7.034209708790831,8.212446818490276,1.6408273838803549,0.0,1.5733248456675755,6.138554773835809,1.5551795180933343,M8AVGUK,M
15.396339442407584,14.83257053052488,15.548550759731596,15.15479316886724,14.9982007537868,14.441656075499143,15.221876514609122,15.17298319808818,14.413282618281002,12.511771775758609,13.71367396098038,15.393452913442395,0.0,14.428578419821708,15.254717579866853,0.0,14.841587716410423,14.877326376744971,15.035736021270887,15.155702279144949,M9SAAND,M
