theta_C_D_1,theta_C_D_2,theta_C_D_3,theta_C_D_4,theta_C_D_5,theta_C_D_6,theta_C_D_7,theta_C_D_8,theta_C_D_9,theta_C_D_10,theta_C_D_11,theta_C_D_12,theta_C_D_13,theta_C_D_14,theta_C_D_15,theta_C_D_16,theta_C_D_17,theta_C_D_18,theta_C_D_19,theta_C_D_20,Sujeto,clase
0.8461538461538461,0.8241758241758241,0.8351648351648352,0.8974358974358975,0.8717948717948718,0.6666666666666666,0.8787878787878788,0.803030303030303,0.8717948717948718,0.9545454545454546,0.7692307692307693,0.8333333333333334,0.5,1.0,0.9047619047619048,0.6666666666666666,0.8351648351648352,0.8717948717948718,0.8888888888888888,0.5714285714285714,B11SUPR,B
0.9714285714285714,0.9166666666666666,0.8583333333333333,0.9166666666666666,0.9714285714285714,0.8455882352941176,0.9166666666666666,0.9714285714285714,0.8380952380952381,0.8,0.8333333333333334,0.7272727272727273,0.9523809523809523,0.8455882352941176,0.7908496732026143,0.8104575163398693,0.9120879120879121,0.8676470588235294,0.8104575163398693,0.8833333333333333,B12LARA,B
0.934640522875817,0.9809523809523809,0.934640522875817,0.9558823529411765,0.934640522875817,1.0,0.934640522875817,0.9558823529411765,0.975,0.934640522875817,0.9632352941176471,0.989010989010989,NaN,0.9632352941176471,0.934640522875817,0.934640522875817,0.9485294117647058,0.934640522875817,0.9632352941176471,0.934640522875817,B13VIGA,B
0.6923076923076923,0.6,0.6153846153846154,0.7878787878787878,0.8363636363636363,0.9285714285714286,0.9523809523809523,0.9722222222222222,0.7878787878787878,0.9722222222222222,0.6,0.8333333333333334,0.7878787878787878,0.7878787878787878,0.8333333333333334,0.6428571428571429,0.7692307692307693,1.0,0.7692307692307693,0.38095238095238093,B18CASI,B
0.9416666666666667,0.9416666666666667,0.9416666666666667,0.8529411764705882,0.9416666666666667,0.8666666666666667,0.978021978021978,0.9416666666666667,0.9416666666666667,0.9416666666666667,0.8529411764705882,0.9714285714285714,NaN,0.9416666666666667,NaN,0.9871794871794872,1.0,0.989010989010989,0.8846153846153846,0.9523809523809523,B22VIPU,B
0.5454545454545454,0.6666666666666666,0.5636363636363636,0.8666666666666667,0.8095238095238095,0.47619047619047616,0.8,0.8095238095238095,0.7142857142857143,0.6428571428571429,0.6666666666666666,0.6181818181818182,0.8333333333333334,0.5909090909090909,0.5909090909090909,0.8571428571428571,NaN,0.7142857142857143,0.6111111111111112,0.5151515151515151,B24CECU,B
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,B4CAZAD,B
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,B7MESEA,B
0.9818181818181818,0.9615384615384616,0.9333333333333333,0.8382352941176471,0.7647058823529411,0.8916666666666667,0.9238095238095239,0.8382352941176471,0.8857142857142857,0.8333333333333334,0.8,0.8611111111111112,0.0,0.9333333333333333,0.9333333333333333,0.9340659340659341,0.8382352941176471,0.7426470588235294,0.9238095238095239,0.6,B8RAMOM,B
0.7802197802197802,0.8909090909090909,0.7083333333333334,0.6544117647058824,0.7523809523809524,0.782051282051282,0.782051282051282,0.6544117647058824,0.8928571428571429,1.0,0.7333333333333333,0.6538461538461539,0.9777777777777777,0.8888888888888888,1.0,0.8888888888888888,0.7948717948717948,0.8636363636363636,0.8888888888888888,0.7818181818181819,B9BENIE,M
