all_Gio_D_1,all_Gio_D_2,all_Gio_D_3,all_Gio_D_4,all_Gio_D_5,all_Gio_D_6,all_Gio_D_7,all_Gio_D_8,all_Gio_D_9,all_Gio_D_10,all_Gio_D_11,all_Gio_D_12,all_Gio_D_13,all_Gio_D_14,all_Gio_D_15,all_Gio_D_16,all_Gio_D_17,all_Gio_D_18,all_Gio_D_19,all_Gio_D_20,Sujeto,clase
8.891650722571917,9.546729823742597,6.332337514657246,4.422892340238253,3.5353138790544967,1.7326173293763616,3.4566035045734784,6.34549457907031,3.484148721362991,6.01088209032863,5.2253945717220756,5.213191267470375,1.721323462057919,6.0618969710277195,0.8344797542619502,5.1242715131970815,4.191510455008195,4.230702133649976,2.606847206510425,6.677390559378216,B11SUPR,B
12.335383437050513,14.054252521576633,12.297488091459716,10.429764645478595,5.87501876732864,9.436246971716972,11.071373250776718,13.071392933196513,4.1529274452090235,6.700511968357795,10.508744775832472,12.239608808894673,0.8381316921469383,13.526702132651518,10.589866034685883,11.531685053905226,12.15374499226391,3.4482295834540837,11.475055950741654,11.527862569865416,B12LARA,B
6.131372645874861,5.967191349922334,6.111760013714842,5.051653386049914,0.0,5.887054090427122,2.4671205386104433,5.310450469086727,5.0615613812072215,4.1107957681786615,5.298489737787327,7.097461327605508,0.0,7.030609777546558,0.80787633365589,7.897428574490696,4.9174164174290125,1.7023213436303237,5.8771043741773425,6.019200155852343,B13VIGA,B
6.024593632334376,8.602530820615057,7.776303918181877,3.464730043369041,7.04085394980225,3.341020959388222,7.558814142200722,7.916941208486894,6.920108695438272,8.623878263402041,3.4962963532741673,8.78723307751304,6.970393373342544,0.8246578947121908,7.84359460947851,10.596805257458621,2.5168547582151657,2.528676892949359,6.008930789968775,9.674783567643752,B18CASI,B
6.246412013820017,7.518178388335845,9.40293763178312,4.216869181107009,7.353607464014019,0.7563924913410118,3.0996232152631515,7.540773203241134,0.0,0.0,4.895669158629005,2.5959291582515513,0.0,7.338183685571664,0.0,6.888172136885131,3.840685878205676,0.0,2.3523451105070126,4.122468677436546,B22VIPU,B
8.478897560151042,6.0173360018935504,8.819749630754265,5.6934591296436565,2.450687363492582,1.687323814516278,2.416425169678833,7.627857152481521,4.188139599215855,4.249174028899025,7.529220214978361,3.262065645868655,1.6491405794611476,7.243182599037505,7.564192804439519,8.936565686597707,1.6207607908863735,5.062506706205572,1.5876975342763893,5.947332240069821,B24CECU,B
7.831478682645323,4.354187277945914,6.200113289185788,4.265496035323639,7.506092918377379,0.0,0.8113562104051372,6.011674158181775,0.0,1.6311046266082656,2.517751057815199,2.529639041172614,0.0,5.303418499832242,7.654587678832342,5.3261034632812505,0.0,0.0,3.446416890364682,3.2337973994206237,B4CAZAD,B
16.366024633163384,16.31915707405435,16.527144967214152,16.342045883984515,14.47769004469116,15.706465851724431,15.735569602617655,16.220733350126924,15.193161228960074,15.776467336937712,15.916948059466511,16.04791919123622,0.7680811442309073,16.064305845206633,16.317669712949858,14.679282726796448,14.8087626400988,14.250263840459809,16.027697401336656,15.814344733304479,B7MESEA,B
7.824658640008901,8.452897756715307,6.100937926211759,4.344036985117778,6.890593099061948,2.5676086669056746,10.208604399242518,7.855908800582015,3.380777296560723,4.24012709114379,2.555764492439682,7.600267237613654,0.8223687656522598,8.72763058938147,9.520660628490633,11.431751071189824,2.491177536788802,0.0,4.161880740224349,2.5409655943162432,B8RAMOM,B
4.532504762951079,6.7188911501282425,7.905812382856033,5.784873990343765,1.6097768628765787,1.6774084970659027,0.0,6.092504103181397,2.5181944782310106,0.8344971309713671,7.539199354618563,5.858846545951518,0.0,7.745247828469001,5.816149790063347,8.826743038444828,0.8123833139354297,0.0,4.2966831922177775,3.390212174603596,B9BENIE,M
