theta_Gio_D_1,theta_Gio_D_2,theta_Gio_D_3,theta_Gio_D_4,theta_Gio_D_5,theta_Gio_D_6,theta_Gio_D_7,theta_Gio_D_8,theta_Gio_D_9,theta_Gio_D_10,theta_Gio_D_11,theta_Gio_D_12,theta_Gio_D_13,theta_Gio_D_14,theta_Gio_D_15,theta_Gio_D_16,theta_Gio_D_17,theta_Gio_D_18,theta_Gio_D_19,theta_Gio_D_20,Sujeto,clase
4.9562703541860875,2.716660785574394,2.8163761897088655,8.10820825281485,2.7339773286097615,4.3424751545699145,6.649935248514084,5.131280918248439,6.171717554131876,4.787369302687889,3.2839093266581343,1.3358353302834616,3.776205966228748,8.249245885408298,5.839122975172275,7.237010737910455,5.448021782013861,1.331071205401893,6.381378747787111,3.4836149288034384,A10GUAC,A
10.041920043179054,11.66126802613039,13.64315271269029,11.136451870141217,14.26869437243903,10.195327794105816,9.74292578536403,12.689046535298525,9.821275746591576,10.888956045921114,5.026749955926575,5.226505368825314,12.015442201281672,11.448311079790942,10.160897881796084,8.418822500149416,9.036288247385546,11.250753973401618,13.949535875646749,9.122498720517122,A11BRCA,A
3.5808309121329267,11.443742453020526,14.254122663743498,14.781721316861471,14.265793994510055,11.1350632026759,15.048873217704879,14.126638556522954,12.943910782621638,15.776682604980836,13.923672222752694,14.286328590739478,5.5111299987225655,15.7563069829398,14.231624529939452,1.8256737454730048,13.500864752751724,12.997041678047296,1.7787149775845597,12.355793775706465,A12CAPA,A
10.842215547750213,8.490345594092952,9.816784598273054,9.100632349845304,7.8933964782313515,5.846207569201427,1.7220524298920301,8.029577087001023,3.799955848495738,3.8456690335150125,7.370325545751398,4.515349241316842,7.75158286251694,8.474835195873363,9.138185016218184,7.9983174793660625,3.7288063200168944,3.7203723672873976,4.209696577643656,7.619970128272428,A13RIVI,A
9.6828496321555,8.347434108213953,9.129100121239848,8.034159976566965,1.5067402323148358,4.497954521291762,7.622911074656159,9.80298571285734,3.0754665550011806,10.776339870561435,5.256728981637185,8.043793403462551,6.159761406321708,8.957150079921586,7.900732656812648,7.021151070335075,5.095976531844465,0.7093192838161749,8.726370823157803,1.4723158257462012,A14RARO,A
16.204651070350913,14.817220161293896,13.631769151193671,15.856080654748897,15.69142989116435,15.411238961207864,0.0,15.663417259857514,15.63070780285144,13.353022115045208,15.61873209275808,15.73030748696056,15.905508674387908,16.339356449560615,15.801603277158684,15.812097342708581,15.135263286326529,12.973042728750016,15.680333576356581,15.115576844787235,A15GOGA,A
10.695574759197525,8.759635658054068,9.76500821304054,9.60621712177594,8.915933735972908,5.476919031683682,12.435798251369802,10.541150727780632,13.460629600604333,10.196786908419258,11.800243909703797,7.72149524825673,0.0,12.759670566715407,13.674834984635506,11.327439681684163,11.057208819931619,5.506045145748756,4.64229177552526,4.844794906790872,A17MUSI,A
4.930406902687652,4.864469778334785,5.595845100698051,8.424321778851585,3.8110247685355896,6.604505577457733,6.074096746011226,6.006282611635837,6.8060086518296705,6.637416144076297,4.857390932263673,5.3102570159846225,5.992151436540052,5.418822005453703,3.01740245030549,5.815971555071295,1.3229145438906085,6.991762998498052,5.337768658189594,3.7740012963223273,A1ARVAE,A
17.007955135427206,17.03183030543478,16.532959238546816,17.249258225343876,17.18435081614614,17.159049225997656,16.904006408606744,17.2150439238664,17.280185486714863,17.152922275926183,15.907525129509938,15.693176909706603,0.0,17.33303003371542,17.35358727142744,16.943218917586886,17.018574207363955,16.852616470427957,17.110818698974573,17.29935017475889,A21AGLO,A
16.008512876664803,14.32736420086773,14.59237159680562,14.94164364780316,14.366298157373611,14.64785390449285,13.648310044637256,16.126424898281524,11.884027412914847,7.056039965873545,15.266947822008179,14.60424084985831,1.6630803979570579,16.02661051998532,13.44894841321964,14.297642050899757,4.241911027625686,12.003724344490916,10.469040946774683,13.532098631339709,A22SAHE,A
8.056518162281078,8.296127090742226,7.679194715102264,5.4798731040051605,6.389182323820109,5.277871081472127,3.999484703124496,6.247246456631389,5.052630904220138,4.788631503506471,6.950654824422863,5.280328200525878,0.6778888518497866,6.498536409252202,7.544005493882019,8.551966609644273,5.744078747530283,2.1537815333114274,6.911790067661996,8.278900142645385,A24FLMA,A
10.121930675214946,11.656843190972802,6.994319956403412,5.036466803968606,8.868052015981638,7.235348196939516,11.389139781905119,5.382881885865156,11.749156104562282,11.124867646925571,11.232276990293878,9.363493685636964,1.9341957732663513,12.161451025341401,8.299671054091228,10.141790456616771,8.81365962014183,10.146115660943476,9.796096007090355,8.467717582520486,A52CUCA,A
5.381454271672932,8.218031780299327,7.966074782564304,8.716398628767942,9.164526171698999,5.187797101164511,6.1380480933662005,7.876824773981665,8.11698700743997,8.151176518137838,4.939292938730038,7.6198066957905555,5.254031006576858,5.875957329734605,7.423938378363904,6.180094065711316,5.3671892224507545,3.466097764298993,3.454688556772959,5.564020367016314,A9AYAND,A
12.045281156411162,8.695227267006343,13.72305042398459,14.263722364002144,12.507289446098026,10.948247961204117,10.800525848364554,14.11717451127903,6.505229378424945,4.193815666143967,4.765725428613889,10.032059913153596,8.084626189685174,8.282700293669539,1.5363104142988102,8.492104253065555,10.965586639983645,9.660722927218547,8.350905053470504,8.676134978192515,B9BENIE,M
16.798611089209228,16.76890592556131,15.15057448486183,16.84183130097254,16.341402035696227,15.445724042048093,16.746485166001154,16.84457505469298,16.464202095361742,16.767608222740726,16.080072050983443,16.29400316539484,0.0,16.69117810159389,16.826705883680685,16.372436642428042,14.060410810662026,16.46933413301232,16.226998368872284,16.645729852790225,M12SAES,M
16.384611814444405,15.97474766506456,9.2782119910174,15.862557912197316,15.173020475963423,15.9020846361406,15.046541166136276,11.596387408452449,16.275719923118743,15.899951952502644,16.117762797242094,14.563567149448195,0.0,16.29166912511579,16.102888787209423,15.290890595827927,14.53463021062031,14.131720670473099,14.2830894922533,16.09464252504035,M19NAMO,M
16.362616633937282,16.391299095729018,12.431770890513011,16.27349888285062,16.199579943158234,15.464846520355838,16.246586896582855,14.068637985660754,16.158084511173882,16.617706924948692,13.840743253888897,15.867390425547176,0.0,15.47422384475338,16.118349438114517,14.849391763092022,15.8156899004211,16.569524661818424,16.107486900706053,15.9502921069833,M24SAME,M
12.265655023170476,13.08983392449887,10.592549873386915,12.933553627371785,11.893873725142104,14.1570816726943,12.476724602798408,9.151992005148484,12.846798183902214,13.119931565568347,5.733119465755045,3.8872729021030565,12.80770465247943,12.213449374473601,13.48135627677101,12.811832753492155,0.6843667339818239,0.0,11.143824573542176,8.891173348913764,M27MUAG,M
15.811733843024658,11.734787303555088,8.175293538515449,15.828025974555029,11.54566137947147,14.452512669107424,14.3886619046657,14.40359497930972,12.196625225263162,11.175458636181022,12.401164801584502,11.184353688329894,11.645242396539441,15.750531473215101,12.768712608079129,13.676790646893407,16.05733372664905,14.054145784471551,0.7573523908240537,14.680769149141861,M3ESDIR,M
6.1707193703866645,10.956313258055085,7.9378537132538725,9.286525408240877,10.109954337027473,10.21320548462443,11.594260725895023,8.779727387344982,10.27440254269186,9.222287989009596,7.134879570563047,9.539144915017422,0.7014117200810162,7.983796320005694,9.001218344537836,4.1177465088642,2.2263139091802637,7.069629415995189,3.071606961476574,4.686035177911996,M7FLSAA,M
16.105346371840536,15.594184251604593,15.585422842757188,16.853880746507578,16.888027982760274,17.264929932131434,16.221721503146266,17.093373344107064,2.7556013210967865,9.618367674041046,16.925979684584796,16.77211593476361,15.471400043229183,16.203976194539663,15.836615094997049,14.57998631886234,16.472033358562115,16.941617097444368,16.682440356145182,15.725575614592012,M8AVGUK,M
17.144354758052103,16.9601573086826,13.985058154867332,16.03629931988362,16.047951454893333,16.08515464481727,16.533397035119407,15.388266909993051,15.657245000043915,14.122438988472837,16.63458429420805,16.164477864724482,5.652202513003606,13.030956294914732,15.738092508328023,13.039082924207978,13.144393563597742,16.031495165579457,10.548540127857665,12.832707456111985,M9SAAND,M
